10109 DATA 4,68,4,52,4,36,3,255,3,255,3,255,3,255,3,255
10110 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10111 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10112 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10113 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10114 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10115 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,8,25
10116 DATA 8,41,8,57,8,73,0,50,0,66,0,67,0,50,0,51
10117 DATA 4,69,4,53,4,37,3,255,3,255,3,255,3,255,3,255
10118 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10119 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10120 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10121 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10122 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10123 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10124 DATA 8,40,8,56,8,72,0,66,0,67,0,67,0,66,0,67
10125 DATA 4,68,4,52,4,36,3,255,3,255,3,255,3,255,3,255
10126 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10127 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10128 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10129 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10130 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10131 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10132 DATA 8,39,8,55,8,71,0,50,0,51,0,50,0,50,0,51
10133 DATA 4,69,4,53,4,37,3,255,3,255,3,255,3,255,3,255
10134 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10135 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10136 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10137 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10138 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10139 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10140 DATA 8,38,8,54,8,70,0,66,0,67,0,66,0,66,0,67
10141 DATA 4,70,4,54,4,38,3,255,3,255,3,255,3,255,3,255
10142 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10143 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10144 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10145 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10146 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10147 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10148 DATA 8,37,8,53,8,69,0,50,0,51,0,50,0,50,0,51
10149 DATA 4,71,4,55,4,39,3,255,3,255,3,255,3,255,3,255
10150 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10151 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10152 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10153 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10154 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10155 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10156 DATA 3,255,12,76,12,75,0,66,0,67,0,66,0,66,0,67
10157 DATA 0,50,0,51,0,0,0,1,3,255,3,255,3,255,3,255
10158 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10159 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10160 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10161 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10162 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10163 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10164 DATA 3,255,12,60,12,59,12,76,12,75,0,50,0,51,0,51
10165 DATA 0,66,0,67,0,16,0,17,3,255,3,255,3,255,3,255
10166 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10167 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10168 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10169 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10170 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10171 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10172 DATA 3,255,3,255,3,255,12,60,12,59,0,66,0,67,0,67
10173 DATA 0,50,0,51,0,32,0,33,3,255,3,255,3,255,3,255
10174 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10175 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10176 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10177 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10178 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10179 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10180 DATA 3,255,3,255,3,255,4,1,4,0,0,50,0,50,0,51
10181 DATA 0,66,0,67,0,48,0,49,0,0,0,1,3,255,3,255
10182 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10183 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10184 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10185 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10186 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10187 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10188 DATA 3,255,3,255,3,255,4,17,4,16,0,66,0,66,0,67
10189 DATA 0,50,0,51,0,64,0,65,0,16,0,17,3,255,3,255
10190 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10191 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10192 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10193 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10194 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10195 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10196 DATA 3,255,3,255,3,255,4,33,0,50,0,51,0,50,0,51
10197 DATA 0,66,0,67,0,50,0,51,0,32,0,33,3,255,3,255
10198 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10199 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10200 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10201 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10202 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10203 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10204 DATA 3,255,3,255,3,255,4,49,0,66,0,67,0,66,0,67
10205 DATA 0,50,0,51,0,66,0,67,0,48,0,49,0,0,0,1
10206 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10207 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10208 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10209 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10210 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10211 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10212 DATA 3,255,3,255,3,255,4,65,4,64,3,255,3,255,3,255
10213 DATA 0,66,0,67,0,50,0,51,0,64,0,65,0,16,0,17
10214 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10215 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10216 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10217 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10218 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10219 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10220 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10221 DATA 0,50,0,51,0,66,0,67,0,50,0,51,0,32,0,33
10222 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10223 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10224 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10225 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10226 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10227 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10228 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10229 DATA 0,66,0,67,0,50,0,51,0,66,0,67,0,48,0,49
10230 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10231 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10232 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10233 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10234 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10235 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10236 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10237 DATA 3,255,3,255,0,66,0,67,3,255,3,255,0,64,0,65
10238 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10239 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10240 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10241 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10242 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10243 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10244 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10245 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10246 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10247 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10248 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10249 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10250 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10251 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10252 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10253 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10254 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10255 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10256 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10257 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10258 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10259 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10260 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10261 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10262 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10263 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10264 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10265 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10266 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10267 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10268 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10269 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10270 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10271 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10272 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10273 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10274 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10275 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10276 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10277 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10278 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10279 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10280 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10281 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10282 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10283 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10284 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10285 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10286 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10287 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10288 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10289 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10290 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10291 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10292 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10293 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10294 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10295 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10296 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10297 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10298 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10299 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10300 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10301 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10302 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10303 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10304 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10305 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10306 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10307 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10308 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10309 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10310 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10311 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10312 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10313 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10314 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10315 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10316 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10317 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10318 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10319 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10320 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10321 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10322 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10323 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10324 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10325 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10326 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10327 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10328 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10329 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10330 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10331 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10332 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10333 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10334 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10335 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10336 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10337 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10338 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10339 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10340 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10341 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10342 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10343 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10344 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10345 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10346 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10347 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10348 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10349 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10350 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10351 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10352 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10353 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10354 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10355 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10356 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10357 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10358 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10359 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
10360 DATA 3,255,3,255,3,255,3,255,3,255,3,255,3,255,3,255
